SourceID,Luck,TargetID,Target,pool,player,Remarks
C45-太常寺 : P283-正卿,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C45-太常寺 : P284-少卿,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C45-太常寺 : P285-寺丞,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P286-博士,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P287-典簿,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P288-協律郎,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P289-讀祝官,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P290-贊禮郎,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C45-太常寺 : P291-司樂,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C46-大理寺 : P292-正卿,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C46-大理寺 : P293-少卿,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C46-大理寺 : P294-寺丞,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C46-大理寺 : P295-評事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C47-通政司 : P296-通政使,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C47-通政司 : P297-副使,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C47-通政司 : P298-參議,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C47-通政司 : P299-經歷,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C47-通政司 : P300-知事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C48-會同四譯館 : P301-館卿,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C48-會同四譯館 : P302-郎中,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C48-會同四譯館 : P303-員外,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C48-會同四譯館 : P304-大使,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C48-會同四譯館 : P305-教正序班,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C49-六科給事中 : P306-給事中,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C50-都察院 : P307-左都御史,全色1,C63-封典 : P397-男爵,男爵,50,10,
C50-都察院 : P307-左都御史,全色2,C63-封典 : P396-子爵,子爵,50,10,
C50-都察院 : P307-左都御史,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C50-都察院 : P307-左都御史,全色4,C63-封典 : P392-王爵,王爵,120,10,
C50-都察院 : P307-左都御史,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C50-都察院 : P307-左都御史,全色6,C63-封典 : P393-公爵,公爵,100,10,
C50-都察院 : P307-左都御史,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C50-都察院 : P308-左副都御史,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C50-都察院 : P309-監察御史,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C50-都察院 : P310-巡街御史,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C50-都察院 : P311-都事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C50-都察院 : P312-經歷,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C51-理藩院 : P313-尚書,全色1,C63-封典 : P397-男爵,男爵,50,10,
C51-理藩院 : P313-尚書,全色2,C63-封典 : P396-子爵,子爵,50,10,
C51-理藩院 : P313-尚書,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C51-理藩院 : P313-尚書,全色4,C63-封典 : P392-王爵,王爵,120,10,
C51-理藩院 : P313-尚書,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C51-理藩院 : P313-尚書,全色6,C63-封典 : P393-公爵,公爵,100,10,
C51-理藩院 : P313-尚書,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C51-理藩院 : P314/5-左右侍郎,全色1,C63-封典 : P397-男爵,男爵,50,10,
C51-理藩院 : P314/5-左右侍郎,全色2,C63-封典 : P396-子爵,子爵,50,10,
C51-理藩院 : P314/5-左右侍郎,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C51-理藩院 : P314/5-左右侍郎,全色4,C63-封典 : P392-王爵,王爵,120,10,
C51-理藩院 : P314/5-左右侍郎,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C51-理藩院 : P314/5-左右侍郎,全色6,C63-封典 : P393-公爵,公爵,100,10,
C51-理藩院 : P314/5-左右侍郎,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C51-理藩院 : P316-郎中,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C51-理藩院 : P317-員外,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C51-理藩院 : P318-主事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C52-內務府 : P320-郎中,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C52-內務府 : P321-員外,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C53-宗人府 : P322-宗丞,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C53-宗人府 : P323-理事官,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C53-宗人府 : P324-副理事,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C53-宗人府 : P325-主事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C53-宗人府 : P326-經歷,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C54-中書科 : P327-中書,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P328-正詹,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C55-詹事府 : P329-少詹,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C55-詹事府 : P330-左庶子,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C55-詹事府 : P331-右庶子,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C55-詹事府 : P332-洗馬,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C55-詹事府 : P333-左中允,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P334-右中允,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P335-左贊善,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P336-右贊善,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P337-主簿,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C55-詹事府 : P338-錄事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P341-侍讀學士,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C56-翰林院 : P342-侍講學士,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C56-翰林院 : P343-侍讀,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C56-翰林院 : P344-侍講,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C56-翰林院 : P345-修撰,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P346-編修,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P347-檢討,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P348-庶吉士,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P349-典簿,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C56-翰林院 : P350-待詔,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C57-內閣 : P352-大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C57-內閣 : P352-大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C57-內閣 : P352-大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C57-內閣 : P352-大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C57-內閣 : P352-大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C57-內閣 : P352-大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C57-內閣 : P352-大學士,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C57-內閣 : P353-協辦大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C57-內閣 : P353-協辦大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C57-內閣 : P353-協辦大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C57-內閣 : P353-協辦大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C57-內閣 : P353-協辦大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C57-內閣 : P353-協辦大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C57-內閣 : P353-協辦大學士,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C57-內閣 : P354-內閣學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C57-內閣 : P354-內閣學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C57-內閣 : P354-內閣學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C57-內閣 : P354-內閣學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C57-內閣 : P354-內閣學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C57-內閣 : P354-內閣學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C57-內閣 : P354-內閣學士,穿花,C9-軍功 : P58-一品二品,一品二品軍功,,,
C57-內閣 : P355-侍讀學士,穿花,C9-軍功 : P59-三品至五品,三品至五品軍功,,,
C57-內閣 : P356-侍讀,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C57-內閣 : P357-協辦侍讀,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C57-內閣 : P358-典籍,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C57-內閣 : P359-中書,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C61-內廷 : P387-主事,穿花,C9-軍功 : P60-六品以下,六品以下軍功,,,
C62-殿閣 : P388-文華殿大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C62-殿閣 : P388-文華殿大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C62-殿閣 : P388-文華殿大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C62-殿閣 : P388-文華殿大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C62-殿閣 : P388-文華殿大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C62-殿閣 : P388-文華殿大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C62-殿閣 : P389-武英馭大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C62-殿閣 : P389-武英馭大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C62-殿閣 : P389-武英馭大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C62-殿閣 : P389-武英馭大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C62-殿閣 : P389-武英馭大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C62-殿閣 : P389-武英馭大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C62-殿閣 : P390-文淵閣大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C62-殿閣 : P390-文淵閣大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C62-殿閣 : P390-文淵閣大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C62-殿閣 : P390-文淵閣大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C62-殿閣 : P390-文淵閣大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C62-殿閣 : P390-文淵閣大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C62-殿閣 : P391-體仁閣大學士,全色1,C63-封典 : P397-男爵,男爵,50,10,
C62-殿閣 : P391-體仁閣大學士,全色2,C63-封典 : P396-子爵,子爵,50,10,
C62-殿閣 : P391-體仁閣大學士,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C62-殿閣 : P391-體仁閣大學士,全色4,C63-封典 : P392-王爵,王爵,120,10,
C62-殿閣 : P391-體仁閣大學士,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C62-殿閣 : P391-體仁閣大學士,全色6,C63-封典 : P393-公爵,公爵,100,10,
C65-外員內調降用 : P414-巡撫內調,全色1,C63-封典 : P397-男爵,男爵,50,10,
C65-外員內調降用 : P414-巡撫內調,全色2,C63-封典 : P396-子爵,子爵,50,10,
C65-外員內調降用 : P414-巡撫內調,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C65-外員內調降用 : P414-巡撫內調,全色4,C63-封典 : P392-王爵,王爵,120,10,
C65-外員內調降用 : P414-巡撫內調,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C65-外員內調降用 : P414-巡撫內調,全色6,C63-封典 : P393-公爵,公爵,100,10,
C65-外員內調降用 : P415-布政內調,全色1,C63-封典 : P397-男爵,男爵,50,10,
C65-外員內調降用 : P415-布政內調,全色2,C63-封典 : P396-子爵,子爵,50,10,
C65-外員內調降用 : P415-布政內調,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C65-外員內調降用 : P415-布政內調,全色4,C63-封典 : P392-王爵,王爵,120,10,
C65-外員內調降用 : P415-布政內調,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C65-外員內調降用 : P415-布政內調,全色6,C63-封典 : P393-公爵,公爵,100,10,
C65-外員內調降用 : P416-按察內調,全色1,C63-封典 : P397-男爵,男爵,50,10,
C65-外員內調降用 : P416-按察內調,全色2,C63-封典 : P396-子爵,子爵,50,10,
C65-外員內調降用 : P416-按察內調,全色3,C63-封典 : P395-伯爵,伯爵,70,10,
C65-外員內調降用 : P416-按察內調,全色4,C63-封典 : P392-王爵,王爵,120,10,
C65-外員內調降用 : P416-按察內調,全色5,C63-封典 : P394-侯爵,侯爵,100,10,
C65-外員內調降用 : P416-按察內調,全色6,C63-封典 : P393-公爵,公爵,100,10,
